index,map,class,id,name,enemy_levels,enemy_species,player_level,outcome,turns,faints,state,detail
427,Route12,FISHER,STEPHEN,STEPHEN,68/68/68/69,MANTINE/POLITOED/TENTACRUEL/TOXAPEX,69,win,14,5,5,
428,Route13,BIRD_KEEPER,BRET,BRET,69/69,HONCHKROW/TALONFLAME,69,win,5,1,5,
429,Route13,POKEFANM,ALEX,ALEX,67/68/69,MILTANK/PORYGON2/GOROTORA,69,win,9,3,5,
430,Route7,BATTLE_GIRL,BATTLE_GIRL2,AYA,67/67/69,HITMONLEE/ELECTIVIRE/LUCARIO,69,win,3,0,5,
431,CeladonGym,ERIKA,ERIKA1,ERIKA,67/68/68/69/69/70,LUDICOLO/JUMPLUFF/VILEPLUME/VICTREEBEL/EXEGGUTOR/TSAREENA,70,loss,8,6,5,
432,Route13,HIKER,KENNY,KENNY,67/68/70/70,ARCANINE_HISUIAN/HERACROSS/HITMONCHAN/STEELIX,70,win,14,4,5,
433,Route14,BIRD_KEEPER,ROY,ROY,70/70,SKARMORY/TOGEKISS,70,win,4,1,5,
434,SaffronGym,PSYCHIC_T,JARED,JARED,70/70/70,NOCTOWL/EXEGGUTOR/SLOWBRO,70,win,9,3,5,
435,Route12,FISHER,MARTIN,MARTIN,69/71,STARMIE/TENTACRUEL,71,win,6,2,5,
436,Route14,POKEFANM,CARTER,CARTER,71/71/71,LICKILICKY/DODRIO/TAUROS,71,win,10,3,5,
437,Route15,SCHOOLBOY,KIPP,KIPP,71/71,FURRET/LOPUNNY,71,win,5,1,5,
438,Route15,SCHOOLBOY,JOHNNY,JOHNNY,71/71,RATICATE/FEAROW,71,win,4,1,5,
439,SaffronGym,MEDIUM,REBECCA,REBECCA,71/71/71,ESPATHRA/GOLDUCK/ALAKAZAM,71,win,10,5,5,
440,SaffronGym,MEDIUM,DORIS,DORIS,70/70/71,SLOWBRO/EXEGGUTOR/HYPNO,71,win,11,4,5,
441,Route13,BIRD_KEEPER,PERRY,PERRY,70/72,HONCHKROW/CORVIKNIGHT,72,win,3,1,5,
442,Route13,POKEFANM,JOSHUA,JOSHUA,72/72/72,SNORLAX/PERSIAN/PORYGON2,72,win,9,3,5,
443,Route15,SCHOOLBOY,BILLY,BILLY,69/69/72,FARIGIRAF/WIGGLYTUFF/PIDGEOT,72,win,6,1,5,
444,Route15,TEACHER,COLETTE,COLETTE,70/72,BELLOSSOM/WIGGLYTUFF,72,win,2,0,5,
445,Route17,BIKER,CHARLES,CHARLES,72/72/72,WEEZING_GALARIAN/MAGMAR/ARMAROUGE,72,win,12,4,5,
446,Route14,POKEFANM,TREVOR,TREVOR,71/73,PORYGON2/PERSIAN,73,win,4,1,5,
447,Route17,BIKER,JOEL,JOEL,73/73,RAPIDASH/ARIADOS,73,win,3,0,5,
448,Route17,BIKER,GLENN,GLENN,70/72/73,SLOWKING_GALARIAN/ARCANINE/GOLEM_ALOLAN,73,win,10,3,5,
449,Route18,BIRD_KEEPER,BORIS,BORIS,71/73/73,PIDGEOT/SKARMORY/HONCHKROW,73,win,6,1,5,
450,SaffronGym,PSYCHIC_T,FRANKLIN,FRANKLIN,69/71/73,SLOWBRO_GALARIAN/HYPNO/EXEGGUTOR,73,win,11,5,5,
451,FuchsiaGym,NINJA,NINJA2,SHIRO,74/74/74,VILEPLUME/GOLBAT/MUK_ALOLAN,74,win,9,4,5,
452,Route15,SCHOOLBOY,TOMMY,TOMMY,72/74,LOPUNNY/CHANSEY,74,win,7,1,5,
453,Route15,TEACHER,HILLARY,HILLARY,74/74,WYRDEER/BANETTE,74,win,5,1,5,
454,SaffronGym,SABRINA,SABRINA1,SABRINA,71/72/72/73/73/74,MESMERIA/GARDEVOIR/FARIGIRAF/HYPNO/WOBBUFFET/ALAKAZAM,74,loss,11,6,5,
455,FuchsiaGym,NINJA,NINJA1,KANE,72/74/75,ARBOK/GOLBAT/TENTACRUEL,75,win,6,1,5,
456,Route17,BIKER,RILEY,RILEY,73/75,WEEZING/HOUNDOOM,75,win,6,1,5,
457,Route18,TAMER,TAMER1,COLE,74/74/75,TYRANITAR/SNORLAX/DRAGONITE,75,loss,14,6,5,
458,Route18,TAMER,TAMER2,JAX,72/74/75,SANDSLASH/ARCHALUDON/DODRIO,75,loss,11,6,5,
459,Route18,BIRD_KEEPER,BOB,BOB,74/76,DODRIO/NOCTOWL,76,win,3,1,5,
460,Route18,TAMER,TAMER3,RIGBY,73/75/76,TAUROS/KLEAVOR/PERSIAN,76,win,7,2,5,
461,Route19,SWIMMERM,JEROME,JEROME,76/76/76,TOXAPEX/LANTURN/SLOWKING,76,win,10,2,5,
462,FuchsiaGym,NINJA,NINJA3,KAEDE,73/74/77,NIDOQUEEN/MUK/CROBAT,77,win,12,4,5,
463,FuchsiaGym,NINJA,NINJA4,RYU,73/74/77,VENOMOTH/MUK/SEVIPER,77,loss,11,6,5,
464,Route19,SWIMMERF,DAWN,DAWN,75/77,KINGLER/LUDICOLO,77,win,5,1,5,
465,FuchsiaGym,JANINE,JANINE1,JANINE,75/76/76/77/77/78,TOXAPEX/VENOMOTH/SEVIPER/OVERQWIL/ARIADOS/CROBAT,78,loss,15,6,5,
466,Route19,SWIMMERM,TUCKER,TUCKER,78/78,SEAKING/STARMIE,78,loss,7,6,5,
467,Route20,SWIMMERF,LORI,LORI,78/78,WALREIN/MILOTIC,78,loss,10,6,5,
468,Route21,SWIMMERF,NIKKI,NIKKI,78/78/78,TOXAPEX/GYARADOS/POLIWRATH,78,win,13,3,5,
469,Route21,SWIMMERM,SETH,SETH,78/78/78,POLIWRATH/MILOTIC/TOXAPEX,78,win,13,5,5,
470,Route19,SWIMMERM,HAROLD,HAROLD,78/79,MANTINE/WALREIN,79,win,4,2,5,
471,Route20,SWIMMERF,NICOLE,NICOLE,77/80,TAUROS_PALDEAN_WATER/OCTILLERY,80,win,4,1,5,
472,Route20,SWIMMERM,CAMERON,CAMERON,78/80,CLOYSTER/LANTURN,80,win,6,2,5,
473,SeafoamGym,BURGLAR,MORTON,MORTON,78/78/80,MAGCARGO/MAROWAK_ALOLAN/PONYTA,80,win,9,3,5,
474,SeafoamGym,BURGLAR,VANCE,VANCE,78/78/80,MAGMAR/TYPHLOSION_HISUIAN/FLAREON,80,win,11,5,5,
475,ViridianForest,BUG_CATCHER,ED,ED,80/80/80,PARASECT/PINSIR/YANMEGA,80,win,3,0,5,
476,Route21,FISHER,ARNOLD,ARNOLD,81/81,KINGLER/POLIWRATH,81,win,3,1,5,
477,Route3,COSPLAYER,COSPLAYER2,DAISY,81/81,DELIBIRD/LAPRAS,81,win,3,0,5,
478,Route3,YOUNGSTER,JIMMY,JIMMY,81/81,RATICATE/SLOWKING_GALARIAN,81,loss,11,6,5,
479,Route4,BIRD_KEEPER,HANK,HANK,81/81,ARCHEOPS/TOGEKISS,81,win,7,3,5,
480,SeafoamGym,FIREBREATHER,SCORCH,SCORCH,78/78/80/81,ARMAROUGE/MAGMORTAR/NINETALES/ARCANINE,81,win,13,4,5,
481,SeafoamGym,FIREBREATHER,TORCH,BLAZE,78/78/80/81,TORKOAL/TALONFLAME/MAGMAR/RAPIDASH,81,win,11,3,5,
482,Route3,FIREBREATHER,BURT,BURT,82/82,FLAREON/MAGCARGO,82,win,5,2,5,
483,Route4,COSPLAYER,COSPLAYER5,PIXIE,81/82,GOLDUCK/TAUROS,82,win,7,3,5,
484,SeafoamGym,BLAINE,BLAINE1,BLAINE,79/80/80/81/81/82,NINETALES/ARCANINE/ARMAROUGE/TORKOAL/RAPIDASH/MAGMORTAR,82,loss,12,6,5,
485,Route1,SCHOOLBOY,DANNY,DANNY,83/83/83,PERSIAN/KANGASKHAN/CHANSEY,83,win,10,2,5,
486,Route3,COSPLAYER,COSPLAYER3,MIMI,81/83,PIDGEOT/MR__RIME,83,loss,8,6,5,
487,Route3,FIREBREATHER,OTIS,OTIS,81/81/83,ARCANINE/CERULEDGE/MAGMAR,83,win,14,4,5,
488,ViridianForest,BUG_CATCHER,ROB,ROB,83/83,GALVANTULA/YANMEGA,83,win,2,0,5,
489,ViridianForest,BUG_CATCHER,DOUG,DOUG,81/83,BEEDRILL/SCOLIPEDE,83,win,2,0,5,
490,PewterGym,CAMPER,JERRY,JERRY,82/84/84,GOLEM/RHYPERIOR/SUDOWOODO,84,win,8,3,5,
491,Route3,YOUNGSTER,WARREN,WARREN,82/84,CAMERUPT/VICTREEBEL,84,win,12,5,5,
492,Route4,AROMA_LADY,HOPE,HOPE,82/84,LEAFEON/VENUSAUR,84,win,2,0,5,
493,Route4,AROMA_LADY,SHARON,SHARON,81/84,BRELOOM/ABOMASNOW,84,win,2,0,5,
494,Route4,COSPLAYER,COSPLAYER4,PEARL,83/84,CLOYSTER/MAMOSWINE,84,win,7,3,5,
495,PewterGym,BROCK,BROCK1,BROCK,82/83/83/84/84/85,AERODACTYL/CRADILY/STEELIX/RAMPARDOS/ARMALDO/GOLEM,85,loss,13,6,5,
496,MountMoon,RIVAL2,RIVAL2_1_TOTODILE,?,82/83/84/84/84/86,GLISCOR/MAGNEZONE/SLOWKING_GALARIAN/WEAVILE/CERULEDGE/FERALIGATR,86,loss,13,6,5,
497,Route1,COOLTRAINERF,QUINN,QUINN,84/86/86,ELECTIVIRE/LEDIAN/GALVANTULA,86,win,17,4,5,
498,ViridianGym,COOLTRAINERM,LARRY2,LARRY,86/86/86/86,SCOLIPEDE/SNORLAX/SALAMENCE/BLASTOISE_CLONE,86,loss,11,6,5,
499,ViridianGym,COOLTRAINERM,CYANIDE,CY,86/86/86/86,KINGDRA/TYRANITAR/DRAGONITE/VENUSAUR_CLONE,86,loss,8,6,5,
500,TrainerHouseB1F,CAL,CAL2,CAL,87/87/87,SALANDIT/DUGTRIO_ALOLAN/ARBOK,87,error,1,0,3,
501,ViridianGym,COOLTRAINERM,SNOW,SNOW,87/87/87/87,LAPRAS/MISMAGIUS/GARDEVOIR/CHARIZARD_CLONE,87,loss,11,6,5,
502,ViridianGym,BLUE,BLUE1,,85/86/86/87/87/88,PIDGEOT/RHYPERIOR/GYARADOS/ARCANINE/SCIZOR/ELECTIVIRE,88,loss,12,6,5,
503,Route25,CRYSTAL3,CRYSTAL3_CHIKORITA,CRYSTAL,89/87/88/88/87/87,MEGANIUM/HYDRAPPLE/TYRANITAR/URSALUNA/XATU/LANTURN,89,loss,14,6,5,
504,Route25,CRYSTAL3,CRYSTAL3_CYNDAQUIL,CRYSTAL,89/87/88/88/87/87,TYPHLOSION/FLAPPLE/TYRANITAR/URSALUNA/XATU/LANTURN,89,loss,13,6,5,
505,Route25,CRYSTAL3,CRYSTAL3_TOTODILE,CRYSTAL,89/87/88/88/87/87,FERALIGATR/APPLETUN/TYRANITAR/URSALUNABM/XATU/VOLCARONA,89,loss,16,6,5,
506,SilverCaveOutside,AGATHA,AGATHA1,AGATHA,88/89/89/90/90/90,GENGAR/MISDREAVUS/ARBOK/CROBAT/HAUNTER/GENGAR,90,loss,19,6,5,
507,SilverCaveOutside,LORELEI,LORELEI1,LORELEI,89/90/90/91/91/91,DEWGONG/CLOYSTER/SLOWBRO/JYNX/LAPRAS/ARTICUNO,91,loss,14,6,5,
508,SilverCaveRoom3,RED,RED1,,90/91/91/92/92/92,PIKACHU/ESPEON/SNORLAX/VENUSAUR/CHARIZARD/BLASTOISE,92,loss,11,6,5,
509,TrainerHouseB1F,CAL,CAL3,CAL,92/92/92/92/92/92,SUDOWOODO/MAGCARGO/HYPNO/TYPHLOSION/GOLEM_ALOLAN/VENOMOTH,92,loss,14,6,5,
510,IndigoPlateauPokecenter1F,RIVAL3,RIVAL3_TOTODILE,?,93/94/94/94/94/96,GLISCOR/MAGNEZONE/SLOWKING_GALARIAN/WEAVILE/CERULEDGE/FERALIGATR,96,loss,13,6,5,
511,Route20,GREEN,GREEN1,,96/97/97/98/98/98,WIGGLYTUFF/UMBREON/NIDOQUEEN/MESMERIA/LANTURN/VENUSAUR,98,loss,10,6,5,
512,CinnabarIsland,BLUE_CLOAK,BLUE_CLOAK1,,97/98/98/99/99/99,PIDGEOT/SCIZOR/RHYPERIOR/EXEGGUTOR/ELECTIVIRE/BLASTOISE,99,loss,10,6,5,
513,PalletTown,RED2,RED2_1,,98/99/99/100/100/100,PIKACHU/SNORLAX/ESPEON/LAPRAS/VICTREEBEL/CHARIZARD,100,loss,11,6,5,
