map,line,kind,class,id,event,name,levels,species
Route34,282,loadtrainer,PICNICKER,GINA3,,GINA,42/43/43,RATICATE_ALOLAN/SCIZOR/SUNFLORA
Route34,290,loadtrainer,PICNICKER,GINA4,,GINA,53/53/56,MILTANK/SCIZOR/KANGASKHAN
Route34,298,loadtrainer,PICNICKER,GINA5,,GINA,63/63/66,GRANBULL/MISMAGIUS/POLITOED
Route34,363,loadtrainer,OFFICER,KEITH,EVENT_BEAT_OFFICER_KEITH,KEITH,20,GROWLITHE
Route34,383,trainer,YOUNGSTER,SAMUEL,EVENT_BEAT_YOUNGSTER_SAMUEL,SAMUEL,15/17/17,SENTRET/PIDGEY/AIPOM
Route34,394,trainer,YOUNGSTER,IAN,EVENT_BEAT_YOUNGSTER_IAN,IAN,16/18,SPINARAK/NUMEL
Route34,405,trainer,POKEFANM,BRANDON,EVENT_BEAT_POKEFANM_BRANDON,BRANDON,19,DIGLETT
Route34,416,trainer,COOLTRAINERF,IRENE,EVENT_BEAT_COOLTRAINERF_IRENE,IRENE,18/20,SLUGMA/MAGBY
Route34,435,trainer,COOLTRAINERF,JENN,EVENT_BEAT_COOLTRAINERF_JENN,JENN,18/20,HOUNDOUR/HAUNTER
Route34,454,trainer,COOLTRAINERF,KATE,EVENT_BEAT_COOLTRAINERF_KATE,KATE,18/20,CORSOLA_GALARIAN/CETODDLE
Route35,20,trainer,BIRD_KEEPER,BRYAN,EVENT_BEAT_BIRD_KEEPER_BRYAN,BRYAN,21/23/23,SPEAROW/PIDGEOTTO/FLETCHINDER
Route35,31,trainer,JUGGLER,IRWIN1,EVENT_BEAT_JUGGLER_IRWIN,IRWIN,21/21/21,ABRA/MAGNEMITE/LITWICK
Route35,86,trainer,CAMPER,IVAN,EVENT_BEAT_CAMPER_IVAN,IVAN,21/21,RATTATA/PHANPY
Route35,97,trainer,CAMPER,ELLIOT,EVENT_BEAT_CAMPER_ELLIOT,ELLIOT,21/21,LEDYBA/MUNCHLAX
Route35,108,trainer,AROMA_LADY,BROOKE,EVENT_BEAT_AROMA_LADY_BROOKE,BROOKE,23,BELLSPROUT
Route35,119,trainer,AROMA_LADY,KIM,EVENT_BEAT_AROMA_LADY_KIM,KIM,23,ODDISH
Route35,130,trainer,BUG_CATCHER,ARNIE1,EVENT_BEAT_BUG_CATCHER_ARNIE,ARNIE,23/23,SPINARAK/CHARJABUG
Route35,182,loadtrainer,BUG_CATCHER,ARNIE1,EVENT_BEAT_ELITE_FOUR,ARNIE,23/23,SPINARAK/CHARJABUG
Route35,190,loadtrainer,BUG_CATCHER,ARNIE2,,ARNIE,38/38,VENONAT/YANMA
Route35,198,loadtrainer,BUG_CATCHER,ARNIE3,,ARNIE,43/44/44,VIBRAVA/HERACROSS/SCIZOR
Route35,206,loadtrainer,BUG_CATCHER,ARNIE4,,ARNIE,55/56/56/56,GALVANTULA/SCYTHER/SHUCKLE/ARIADOS
Route35,214,loadtrainer,BUG_CATCHER,ARNIE5,,ARNIE,64/64/65/66,LEDIAN/PINSIR/ARIADOS/HERACROSS
Route35,227,trainer,FIREBREATHER,WALT,EVENT_BEAT_FIREBREATHER_WALT,WALT,20/20,HOUNDOUR/SLUGMA
Route35,249,loadtrainer,OFFICER,DIRK,EVENT_BEAT_OFFICER_DIRK,DIRK,21/21,GROWLITHE/HOOTHOOT
Route36,170,trainer,SCHOOLBOY,ALAN1,EVENT_BEAT_SCHOOLBOY_ALAN,ALAN,24/24,SANDSHREW_ALOLAN/SMOOCHUM
Route36,222,loadtrainer,SCHOOLBOY,ALAN1,EVENT_BEAT_ELITE_FOUR,ALAN,24/24,SANDSHREW_ALOLAN/SMOOCHUM
Route36,230,loadtrainer,SCHOOLBOY,ALAN2,,ALAN,28/29,FLAAFFY/KADABRA
Route36,238,loadtrainer,SCHOOLBOY,ALAN3,,ALAN,40/41/42/44,PORYGON/RHYHORN/WOBBUFFET/NATU
Route36,246,loadtrainer,SCHOOLBOY,ALAN4,,ALAN,53/53/56/56,FLAAFFY/MAWILE/SUDOWOODO/NOCTOWL
Route36,254,loadtrainer,SCHOOLBOY,ALAN5,,ALAN,64/65/66/66,BISHARP/TAUROS/LANTURN/CORSOLA
Route36,308,trainer,PSYCHIC_T,MARK,EVENT_BEAT_PSYCHIC_MARK,MARK,20/20/21,KIRLIA/GASTLY/ABRA
Route37,27,trainer,TWINS,ANNANDANNE1,EVENT_BEAT_TWINS_ANN_AND_ANNE,ANN & ANNE,25/25,LEDYBA/SENTRET
Route37,38,trainer,TWINS,ANNANDANNE2,EVENT_BEAT_TWINS_ANN_AND_ANNE,ANN & ANNE,25/25,KOTORA/SNUBBULL
Route37,49,trainer,PSYCHIC_T,GREG,EVENT_BEAT_PSYCHIC_GREG,GREG,25,CLEFAIRY
Route38,16,trainer,BIRD_KEEPER,TOBY,EVENT_BEAT_BIRD_KEEPER_TOBY,TOBY,28/28,NATU/FLETCHINDER
Route38,27,trainer,SAILOR,HARRY,EVENT_BEAT_SAILOR_HARRY,HARRY,28,POLIWHIRL
Route38,38,trainer,LASS,DANA1,EVENT_BEAT_LASS_DANA,DANA,26/27,TOGETIC/MISDREAVUS
Route38,90,loadtrainer,LASS,DANA1,EVENT_BEAT_ELITE_FOUR,DANA,26/27,TOGETIC/MISDREAVUS
Route38,98,loadtrainer,LASS,DANA2,,DANA,34/34,STARYU/CHINCHOU
Route38,106,loadtrainer,LASS,DANA3,,DANA,43/43,WEEZING_GALARIAN/BRELOOM
Route38,114,loadtrainer,LASS,DANA4,,DANA,55/56,AZUMARILL/DEWGONG
Route38,122,loadtrainer,LASS,DANA5,,DANA,65/66,GRANBULL/ALTARIA
Route38,176,trainer,SCHOOLBOY,CHAD1,EVENT_BEAT_SCHOOLBOY_CHAD,CHAD,28/28,VOLTORB/CHINCHOU
Route38,226,loadtrainer,SCHOOLBOY,CHAD1,EVENT_BEAT_ELITE_FOUR,CHAD,28/28,VOLTORB/CHINCHOU
Route38,234,loadtrainer,SCHOOLBOY,CHAD2,,CHAD,32/34,PERRSERKER/NATU
Route38,242,loadtrainer,SCHOOLBOY,CHAD3,,CHAD,41/43,EEVEE/ELEKID
Route38,250,loadtrainer,SCHOOLBOY,CHAD4,,CHAD,54/56,LICKITUNG/XATU
Route38,258,loadtrainer,SCHOOLBOY,CHAD5,,CHAD,62/66,SCIZOR/ESPEON
Route38,293,trainer,BEAUTY,VALERIE,EVENT_BEAT_BEAUTY_VALERIE,VALERIE,27/28,TOGETIC/PONYTA_GALARIAN
Route38,304,trainer,BEAUTY,OLIVIA,EVENT_BEAT_BEAUTY_OLIVIA,OLIVIA,28,STANTLER
Route39,27,trainer,POKEFANM,DEREK1,EVENT_BEAT_POKEFANM_DEREK,DEREK,27/27,MISDREAVUS/SNUBBULL
Route39,106,trainer,POKEFANF,RUTH,EVENT_BEAT_POKEFANF_RUTH,RUTH,28,ELEKID
Route39,117,trainer,SAILOR,EUGENE,EVENT_BEAT_SAILOR_EUGENE,EUGENE,25/27,MARILL/REMORAID
Route39,128,trainer,PSYCHIC_T,NORMAN,EVENT_BEAT_PSYCHIC_NORMAN,NORMAN,27/28,CLEFAIRY/MISDREAVUS
Route39,149,loadtrainer,POKEFANF,JAIME,EVENT_BEAT_POKEFANF_JAIME,JAIME,25,FLETCHLING
Route4,15,trainer,BIRD_KEEPER,HANK,EVENT_BEAT_BIRD_KEEPER_HANK,HANK,81/81,ARCHEOPS/TOGEKISS
Route4,26,trainer,AROMA_LADY,HOPE,EVENT_BEAT_AROMA_LADY_HOPE,HOPE,82/84,LEAFEON/VENUSAUR
Route4,37,trainer,AROMA_LADY,SHARON,EVENT_BEAT_AROMA_LADY_SHARON,SHARON,81/84,BRELOOM/ABOMASNOW
Route4,48,trainer,COSPLAYER,COSPLAYER4,EVENT_BEAT_COSPLAYER_PEARL,PEARL,83/84,CLOYSTER/MAMOSWINE
Route4,59,trainer,COSPLAYER,COSPLAYER5,EVENT_BEAT_COSPLAYER_PIXIE,PIXIE,81/82,GOLDUCK/TAUROS
Route40,33,trainer,SWIMMERF,ELAINE,EVENT_BEAT_SWIMMERF_ELAINE,ELAINE,28,MAREANIE
Route40,44,trainer,SWIMMERF,PAULA,EVENT_BEAT_SWIMMERF_PAULA,PAULA,28/29,TENTACOOL/LOMBRE
Route40,55,trainer,SWIMMERM,SIMON,EVENT_BEAT_SWIMMERM_SIMON,SIMON,28/28,REMORAID/SHELLDER
Route40,66,trainer,SWIMMERM,RANDALL,EVENT_BEAT_SWIMMERM_RANDALL,RANDALL,28/28,GOLDEEN/CHINCHOU
Route41,58,trainer,SWIMMERF,KAYLEE,EVENT_BEAT_SWIMMERF_KAYLEE,KAYLEE,27/27/27,CHINCHOU/MAREANIE/KRABBY
Route41,69,trainer,SWIMMERF,SUSIE,EVENT_BEAT_SWIMMERF_SUSIE,SUSIE,29/30,CORSOLA/SHELLDER
Route41,80,trainer,SWIMMERF,DENISE,EVENT_BEAT_SWIMMERF_DENISE,DENISE,30,MAREANIE
Route41,91,trainer,SWIMMERF,KARA,EVENT_BEAT_SWIMMERF_KARA,KARA,28/29,STARYU/LOMBRE
Route41,102,trainer,SWIMMERF,WENDY,EVENT_BEAT_SWIMMERF_WENDY,WENDY,29/30,LANTURN/QWILFISH
Route41,113,trainer,SWIMMERM,CHARLIE,EVENT_BEAT_SWIMMERM_CHARLIE,CHARLIE,29/29,LOMBRE/KRABBY
Route41,124,trainer,SWIMMERM,GEORGE,EVENT_BEAT_SWIMMERM_GEORGE,GEORGE,29/29/29,CHINCHOU/TENTACOOL/PSYDUCK
Route41,135,trainer,SWIMMERM,BERKE,EVENT_BEAT_SWIMMERM_BERKE,BERKE,30,SEEL
Route41,146,trainer,SWIMMERM,KIRK,EVENT_BEAT_SWIMMERM_KIRK,KIRK,27/27,TENTACOOL/LOMBRE
Route41,157,trainer,SWIMMERM,MATHEW,EVENT_BEAT_SWIMMERM_MATHEW,MATHEW,29/29,CORSOLA/REMORAID
Route42,97,trainer,FISHER,TULLY1,EVENT_BEAT_FISHER_TULLY,TULLY,33,LOMBRE
Route42,145,loadtrainer,FISHER,TULLY1,EVENT_BEAT_ELITE_FOUR,TULLY,33,LOMBRE
Route42,153,loadtrainer,FISHER,TULLY2,,TULLY,38,CHINCHOU
Route42,161,loadtrainer,FISHER,TULLY3,,TULLY,53/53/56,POLITOED/LUDICOLO/SLOWKING
Route42,169,loadtrainer,FISHER,TULLY4,,TULLY,63/63/66,KINGDRA/AZUMARILL/OCTILLERY
Route42,223,trainer,POKEMANIAC,SHANE,EVENT_BEAT_POKEMANIAC_SHANE,SHANE,33/33,DUNSPARCE/PHANPY
Route42,234,trainer,HIKER,BENJAMIN,EVENT_BEAT_HIKER_BENJAMIN,BENJAMIN,33/33,NUMEL/SANDSHREW
Route43,28,trainer,CAMPER,SPENCER,EVENT_BEAT_CAMPER_SPENCER,SPENCER,36/36,SKIPLOOM/SUNFLORA
Route43,39,trainer,POKEMANIAC,BEN,EVENT_BEAT_POKEMANIAC_BEN,BEN,37/37,URSARING/GIRAFARIG
Route43,50,trainer,POKEMANIAC,BRENT1,EVENT_BEAT_POKEMANIAC_BRENT,BRENT,37/37,FURRET/MUNCHLAX
Route43,96,loadtrainer,POKEMANIAC,BRENT1,EVENT_BEAT_ELITE_FOUR,BRENT,37/37,FURRET/MUNCHLAX
Route43,104,loadtrainer,POKEMANIAC,BRENT2,,BRENT,38,AIPOM
Route43,112,loadtrainer,POKEMANIAC,BRENT3,,BRENT,54/56,AMBIPOM/DUNSPARCE
Route43,120,loadtrainer,POKEMANIAC,BRENT4,,BRENT,64/66,BLISSEY/TAUROS
Route43,155,trainer,POKEMANIAC,RON,EVENT_BEAT_POKEMANIAC_RON,RON,37/37,RAITORA/URSARING
Route43,166,trainer,FISHER,MARVIN,EVENT_BEAT_FISHER_MARVIN,MARVIN,36/36,SEALEO/PSYDUCK
Route43,177,trainer,PICNICKER,TIFFANY3,EVENT_BEAT_PICNICKER_TIFFANY,TIFFANY,35,RATICATE_ALOLAN
Route43,227,loadtrainer,PICNICKER,TIFFANY3,EVENT_BEAT_ELITE_FOUR,TIFFANY,35,RATICATE_ALOLAN
Route43,235,loadtrainer,PICNICKER,TIFFANY1,,TIFFANY,43/43,CHANSEY/BELLOSSOM
Route43,243,loadtrainer,PICNICKER,TIFFANY2,,TIFFANY,56,JUMPLUFF
Route43,251,loadtrainer,PICNICKER,TIFFANY4,,TIFFANY,65/66,BELLOSSOM/MILTANK
Route44,22,trainer,BIRD_KEEPER,VANCE1,EVENT_BEAT_BIRD_KEEPER_VANCE,VANCE,40/40/40/41,FLETCHINDER/NOCTOWL/CORVISQUIRE/SKARMORY
Route44,64,loadtrainer,BIRD_KEEPER,VANCE1,EVENT_BEAT_ELITE_FOUR,VANCE,40/40/40/41,FLETCHINDER/NOCTOWL/CORVISQUIRE/SKARMORY
Route44,72,loadtrainer,BIRD_KEEPER,VANCE2,EVENT_BEAT_ELITE_FOUR,VANCE,53/54/55/56,TOGEKISS/SKARMORY/MURKROW/DODRIO
Route44,80,loadtrainer,BIRD_KEEPER,VANCE3,,VANCE,64/65/65/66,TALONFLAME/HONCHKROW/PIDGEOT/NOCTOWL
Route44,153,trainer,PSYCHIC_T,PHIL,EVENT_BEAT_PSYCHIC_PHIL,PHIL,40/40/40,NINETALES/WOBBUFFET/ALAKAZAM
Route44,164,trainer,FISHER,WILTON1,EVENT_BEAT_FISHER_WILTON,WILTON,39/39/41,OCTILLERY/MANTINE/TAUROS_PALDEAN_WATER
Route44,208,loadtrainer,FISHER,WILTON1,EVENT_BEAT_ELITE_FOUR,WILTON,39/39/41,OCTILLERY/MANTINE/TAUROS_PALDEAN_WATER
Route44,216,loadtrainer,FISHER,WILTON2,EVENT_BEAT_ELITE_FOUR,WILTON,54/56/56,OCTILLERY/MILOTIC/CLOYSTER
Route44,224,loadtrainer,FISHER,WILTON3,,WILTON,64/64/66,TAUROS_PALDEAN_WATER/MANTINE/WALREIN
Route44,259,trainer,FISHER,EDGAR,EVENT_BEAT_FISHER_EDGAR,EDGAR,39/39/41,WALREIN/QUAGSIRE/KINGLER
Route44,270,trainer,COOLTRAINERF,CYBIL,EVENT_BEAT_COOLTRAINERF_CYBIL,CYBIL,40/41/43,PRIMEAPE/CORSOLA/SCIZOR
Route44,281,trainer,POKEMANIAC,ZACH,EVENT_BEAT_POKEMANIAC_ZACH,ZACH,40/41/43,GALLADE/GRAVELER/GRUMPIG
Route44,292,trainer,COOLTRAINERM,ALLEN,EVENT_BEAT_COOLTRAINERM_ALLEN,ALLEN,39/41,SANDSLASH_ALOLAN/DUSKNOIR
Route44,303,trainer,BOARDER,BOARDER_SPENCER,EVENT_BEAT_BOARDER_SPENCER,SPENCER,40/41/41,ABOMASNOW/PILOSWINE/SNEASEL
Route44,314,trainer,SKIER,SKIER_HEIDI,EVENT_BEAT_SKIER_HEIDI,HEIDI,40/41/42,VULPIX_ALOLAN/SNOVER/PILOSWINE
Route45,22,trainer,BLACKBELT_T,KENJI3,EVENT_BEAT_BLACKBELT_KENJI,KENJI,39/39/41/43,HERACROSS/LEDIAN/HITMONTOP/GURDURR
Route45,126,trainer,HIKER,ERIK,EVENT_BEAT_HIKER_ERIK,ERIK,42/42/43,QUAGSIRE/GRAVELER/MACHAMP
Route45,137,trainer,HIKER,MICHAEL,EVENT_BEAT_HIKER_MICHAEL,MICHAEL,43/43/43,HERACROSS/EXCADRILL/SIRFETCH_D
Route45,148,trainer,HIKER,PARRY3,EVENT_BEAT_HIKER_PARRY,PARRY,43/43/43,GURDURR/GLIMMORA/LUCARIO
Route45,190,loadtrainer,HIKER,PARRY3,EVENT_BEAT_ELITE_FOUR,PARRY,43/43/43,GURDURR/GLIMMORA/LUCARIO
Route45,198,loadtrainer,HIKER,PARRY1,EVENT_BEAT_ELITE_FOUR,PARRY,53/53/56,CORSOLA/MACHAMP/GOLURK
Route45,206,loadtrainer,HIKER,PARRY2,,PARRY,66/66/66,SUDOWOODO/ELECTIVIRE/HITMONLEE
Route45,234,trainer,HIKER,TIMOTHY,EVENT_BEAT_HIKER_TIMOTHY,TIMOTHY,43/43/43/44,GLIMMORA/GRAVELER/CAMERUPT/GOLURK
Route45,245,trainer,COOLTRAINERM,RYAN,EVENT_BEAT_COOLTRAINERM_RYAN,RYAN,42/42/42,GLIGAR/RHYDON/CONKELDURR
Route45,256,trainer,COOLTRAINERF,KELLY,EVENT_BEAT_COOLTRAINERF_KELLY,KELLY,42/42/42/43,FLETCHINDER/RHYDON/FARFETCH_D/TOGETIC
Route45,275,loadtrainer,CAMPER,QUENTIN,EVENT_BEAT_CAMPER_QUENTIN,QUENTIN,43/43/43/43,EXCADRILL/GOLEM/PILOSWINE/MAROWAK
Route46,15,trainer,CAMPER,TED,EVENT_BEAT_CAMPER_TED,TED,44/44/44,MAROWAK/LAMPENT/URSARING
Route46,26,trainer,PICNICKER,ERIN1,EVENT_BEAT_PICNICKER_ERIN,ERIN,42/42/44/44,AMBIPOM/GIRAFARIG/DUNSPARCE/DODRIO
Route46,68,loadtrainer,PICNICKER,ERIN1,EVENT_BEAT_ELITE_FOUR,ERIN,42/42/44/44,AMBIPOM/GIRAFARIG/DUNSPARCE/DODRIO
Route46,76,loadtrainer,PICNICKER,ERIN2,EVENT_BEAT_ELITE_FOUR,ERIN,54/54/56/56,DUNSPARCE/URSARING/RAITORA/FURRET
Route46,84,loadtrainer,PICNICKER,ERIN3,,ERIN,62/64/66/66,LICKITUNG/URSARING/FURRET/LOPUNNY
Route46,149,trainer,HIKER,BAILEY,EVENT_BEAT_HIKER_BAILEY,BAILEY,44/44/44/44/44,GROWLITHE_HISUIAN/CLODSIRE/CORSOLA/GOLEM/MAGCARGO
Route6,12,trainer,POKEFANM,REX,EVENT_BEAT_POKEFANM_REX,REX,57/59,PERSIAN/RATICATE
Route6,23,trainer,POKEFANM,ALLAN,EVENT_BEAT_POKEFANM_ALLAN,ALLAN,56/58,SNORLAX/ELECTRODE
Route7,11,trainer,BATTLE_GIRL,BATTLE_GIRL1,EVENT_BEAT_BATTLE_GIRL_MIHO,MIHO,63/65/66,SNEASLER/ANNIHILAPE/HITMONTOP
Route7,22,trainer,BATTLE_GIRL,BATTLE_GIRL2,EVENT_BEAT_BATTLE_GIRL_AYA,AYA,67/67/69,HITMONLEE/ELECTIVIRE/LUCARIO
Route8,15,trainer,BIKER,DWAYNE,EVENT_BEAT_BIKER_DWAYNE,DWAYNE,65/66/67/68,TOXICROAK/UMBREON/CHANDELURE/ARCANINE
Route8,26,trainer,BIKER,HARRIS,EVENT_BEAT_BIKER_HARRIS,HARRIS,64/66,FLAREON/GOLEM
Route8,37,trainer,BIKER,ZEKE,EVENT_BEAT_BIKER_ZEKE,ZEKE,63/65,GOLBAT/MAGMORTAR
Route8,48,trainer,SUPER_NERD,SAM,EVENT_BEAT_SUPER_NERD_SAM,SAM,66/68,ALAKAZAM/JOLTEON
Route8,59,trainer,SUPER_NERD,TOM,EVENT_BEAT_SUPER_NERD_TOM,TOM,65/65/65,HYPNO/ARCANINE_HISUIAN/AGGRON
Route9,17,trainer,CAMPER,DEAN,EVENT_BEAT_CAMPER_DEAN,DEAN,61/62,TAUROS/FURRET
Route9,28,trainer,AROMA_LADY,HEIDI,EVENT_BEAT_AROMA_LADY_HEIDI,HEIDI,61/63,SUNFLORA/VICTREEBEL
Route9,39,trainer,CAMPER,SID,EVENT_BEAT_CAMPER_SID,SID,61/62/62,STEELIX/AMBIPOM/PIDGEOT
Route9,50,trainer,AROMA_LADY,EDNA,EVENT_BEAT_AROMA_LADY_EDNA,EDNA,61/61,JUMPLUFF/BELLOSSOM
Route9,61,trainer,HIKER,TIM,EVENT_BEAT_HIKER_TIM,TIM,61/61/61,QUAGSIRE/NIDOKING/NIDOQUEEN
Route9,72,trainer,HIKER,SIDNEY,EVENT_BEAT_HIKER_SIDNEY,SIDNEY,62/62,GOLEM/MAMOSWINE
Route9,83,trainer,JUGGLER,MARCO,EVENT_BEAT_JUGGLER_MARCO,MARCO,62/62,ESPEON/CLEFABLE
Route9,94,trainer,JUGGLER,LEON,EVENT_BEAT_JUGGLER_LEON,LEON,62/62/64,XATU/RAPIDASH_GALARIAN/WIGGLYTUFF
RuinsOfAlphOutside,103,trainer,PSYCHIC_T,NATHAN,EVENT_BEAT_PSYCHIC_NATHAN,NATHAN,23,SMOOCHUM
RuinsOfAlphOutside,114,trainer,SUPER_NERD,STAN,EVENT_BEAT_SUPER_NERD_STAN,STAN,20,SLOWPOKE_GALARIAN
SaffronGym,23,loadtrainer,SABRINA,SABRINA1,EVENT_BEAT_SABRINA,SABRINA,71/72/72/73/73/74,MESMERIA/GARDEVOIR/FARIGIRAF/HYPNO/WOBBUFFET/ALAKAZAM
SaffronGym,48,trainer,MEDIUM,REBECCA,EVENT_BEAT_MEDIUM_REBECCA,REBECCA,71/71/71,ESPATHRA/GOLDUCK/ALAKAZAM
SaffronGym,59,trainer,PSYCHIC_T,FRANKLIN,EVENT_BEAT_PSYCHIC_FRANKLIN,FRANKLIN,69/71/73,SLOWBRO_GALARIAN/HYPNO/EXEGGUTOR
SaffronGym,70,trainer,MEDIUM,DORIS,EVENT_BEAT_MEDIUM_DORIS,DORIS,70/70/71,SLOWBRO/EXEGGUTOR/HYPNO
SaffronGym,81,trainer,PSYCHIC_T,JARED,EVENT_BEAT_PSYCHIC_JARED,JARED,70/70/70,NOCTOWL/EXEGGUTOR/SLOWBRO
SeafoamGym,27,loadtrainer,BLAINE,BLAINE1,EVENT_BEAT_BLAINE,BLAINE,79/80/80/81/81/82,NINETALES/ARCANINE/ARMAROUGE/TORKOAL/RAPIDASH/MAGMORTAR
SeafoamGym,68,trainer,BURGLAR,MORTON,EVENT_BEAT_BURGLAR_MORTON,MORTON,78/78/80,MAGCARGO/MAROWAK_ALOLAN/PONYTA
SeafoamGym,79,trainer,BURGLAR,VANCE,EVENT_BEAT_BURGLAR_VANCE,VANCE,78/78/80,MAGMAR/TYPHLOSION_HISUIAN/FLAREON
SeafoamGym,90,trainer,FIREBREATHER,SCORCH,EVENT_BEAT_FIREBREATHER_SCORCH,SCORCH,78/78/80/81,ARMAROUGE/MAGMORTAR/NINETALES/ARCANINE
SeafoamGym,101,trainer,FIREBREATHER,TORCH,EVENT_BEAT_FIREBREATHER_TORCH,BLAZE,78/78/80/81,TORKOAL/TALONFLAME/MAGMAR/RAPIDASH
SilentCrypt,17,trainer,HEX_MANIAC,ODESSA,EVENT_BEAT_HEX_MANIAC_ODESSA,ODESSA,21/22/22,SLOWPOKE/DROWZEE/SPOINK
SilentCrypt,28,trainer,HEX_MANIAC,LILITH,EVENT_BEAT_HEX_MANIAC_LILITH,LILITH,21/21/23,KADABRA/RATTATA_ALOLAN/PAWNIARD
SilentCrypt,39,trainer,MEDIUM,BETHANY,EVENT_BEAT_MEDIUM_BETHANY,BETHANY,22/23/24,MURKROW/IMPIDIMP/WOBBUFFET
SilverCaveOutside,34,loadtrainer,AGATHA,AGATHA1,EVENT_BEAT_AGATHA,AGATHA,88/89/89/90/90/90,GENGAR/MISDREAVUS/ARBOK/CROBAT/HAUNTER/GENGAR
SilverCaveOutside,70,loadtrainer,LORELEI,LORELEI1,EVENT_BEAT_LORELEI,LORELEI,89/90/90/91/91/91,DEWGONG/CLOYSTER/SLOWBRO/JYNX/LAPRAS/ARTICUNO
SilverCaveRoom3,17,loadtrainer,RED,RED1,EVENT_BEAT_RED,,90/91/91/92/92/92,PIKACHU/ESPEON/SNORLAX/VENUSAUR/CHARIZARD/BLASTOISE
SlowpokeWellB1F,21,trainer,GRUNTF,GRUNTF_15,EVENT_BEAT_ROCKET_GRUNTF_15,GRUNT,13/13,MAREANIE/WEEDLE
SlowpokeWellB1F,32,trainer,PROTON,PROTON1,EVENT_BEAT_ROCKET_GRUNTM_1,PROTON,12/13/15,CROAGUNK/SPINARAK/SALANDIT
SlowpokeWellB1F,75,trainer,GRUNTM,GRUNTM_2,EVENT_BEAT_ROCKET_GRUNTM_2,GRUNT,15/15/15,GASTLY/GRIMER_ALOLAN/CROAGUNK
SlowpokeWellB1F,86,trainer,GRUNTF,GRUNTF_1,EVENT_BEAT_ROCKET_GRUNTF_1,GRUNT,13/15,ZUBAT/EKANS
SproutTower1F,27,trainer,SAGE,CHOW,EVENT_BEAT_SAGE_CHOW,CHOW,6/6/6,SUNKERN/SMOOCHUM/ZUBAT
SproutTower2F,12,trainer,SAGE,NICO,EVENT_BEAT_SAGE_NICO,NICO,6/6/7,ROOKIDEE/SUNKERN/NATU
SproutTower2F,23,trainer,SAGE,EDMOND,EVENT_BEAT_SAGE_EDMOND,EDMOND,6/6/6,VOLTORB_HISUIAN/NOIBAT/NATU
SproutTower3F,73,loadtrainer,SAGE,LI,EVENT_BEAT_SAGE_LI,LI,7/8/9,HOPPIP/FLITTLE/EXEGGCUTE
SproutTower3F,94,trainer,SAGE,JIN,EVENT_BEAT_SAGE_JIN,JIN,6,HOPPIP
SproutTower3F,105,trainer,SAGE,TROY,EVENT_BEAT_SAGE_TROY,TROY,7/7,SUNKERN/SMOOCHUM
SproutTower3F,116,trainer,SAGE,NEAL,EVENT_BEAT_SAGE_NEAL,NEAL,6,RALTS
TeamRocketBaseB1F,239,loadtrainer,GRUNTM,GRUNTM_20,,GRUNT,34/34,ODDISH/SEVIPER
TeamRocketBaseB1F,252,loadtrainer,GRUNTM,GRUNTM_21,,GRUNT,34/34/34,DRIFLOON/SNEASEL/GLIMMET
TeamRocketBaseB1F,482,trainer,SCIENTIST,JED,EVENT_BEAT_SCIENTIST_JED,JED,37/37,QWILFISH/MAREANIE
TeamRocketBaseB1F,493,trainer,GRUNTF,GRUNTF_11,EVENT_BEAT_ROCKET_GRUNTF_11,GRUNT,37,WEEPINBELL
TeamRocketBaseB2F,98,loadtrainer,ARIANA,ARIANA1,EVENT_BEAT_ROCKET_EXECUTIVEF_2,ARIANA,37/37/38/38,HOUNDOUR/DEINO/ARIADOS/MURKROW
TeamRocketBaseB2F,190,trainer,GRUNTF,GRUNTF_12,EVENT_BEAT_ROCKET_GRUNTF_12,GRUNT,36,MISDREAVUS
TeamRocketBaseB2F,201,trainer,GRUNTM,GRUNTM_18,EVENT_BEAT_ROCKET_GRUNTM_18,GRUNT,34/34/35,PERSIAN_ALOLAN/HOUNDOUR/DUSCLOPS
TeamRocketBaseB2F,212,trainer,GRUNTF,GRUNTF_13,EVENT_BEAT_ROCKET_GRUNTF_13,GRUNT,38,SEVIPER
TeamRocketBaseB3F,109,loadtrainer,PETREL,PETREL1,EVENT_BEAT_ROCKET_EXECUTIVEM_4,PETREL,37/38/38/38,ARBOK/HAUNTER/MURKROW/HOUNDOUR
TeamRocketBaseB3F,133,trainer,GRUNTF,GRUNTF_5,EVENT_BEAT_ROCKET_GRUNTF_5,GRUNT,36/36,QWILFISH/MISDREAVUS
TeamRocketBaseB3F,145,trainer,GRUNTM,GRUNTM_28,EVENT_BEAT_ROCKET_GRUNTM_28,GRUNT,36/36/36/36,MAROWAK_ALOLAN/HOUNDOUR/SCRAGGY/MURKROW
TeamRocketBaseB3F,157,trainer,SCIENTIST,ROSS,EVENT_BEAT_SCIENTIST_ROSS,ROSS,36/36,CROAGUNK/ARIADOS
TeamRocketBaseB3F,168,trainer,SCIENTIST,MITCH,EVENT_BEAT_SCIENTIST_MITCH,MITCH,36,MAGNETON
TrainerHouseB1F,47,loadtrainer,CAL,CAL2,,CAL,87/87/87,SALANDIT/DUGTRIO_ALOLAN/ARBOK
TrainerHouseB1F,54,loadtrainer,CAL,CAL3,,CAL,92/92/92/92/92/92,SUDOWOODO/MAGCARGO/HYPNO/TYPHLOSION/GOLEM_ALOLAN/VENOMOTH
